	A1	A2	A3	B1	B2	B3	C1	C2	C3
gene_7807	3	0	1	9	0	1	2	0	2
gene_7808	52	86	49	67	57	33	122	31	135
gene_7809	47	51	94	43	62	46	89	47	74
gene_7810	118	94	101	127	109	100	102	102	106
gene_7811	0	2	0	18	0	0	1	0	0
gene_7812	169	276	178	146	190	162	195	185	215
gene_7813	59	49	46	35	46	57	36	49	65
gene_7814	7	2	2	10	12	4	7	4	3
gene_7815	48	21	36	49	58	52	29	31	28
gene_7816	0	1	0	0	0	0	0	1	0
gene_7817	21	28	15	12	18	18	14	19	22
gene_7818	3	2	0	2	2	1	2	1	6
gene_7819	20	19	15	11	24	20	15	19	6
gene_7820	3	2	4	4	3	1	4	1	3
gene_7821	63	1	846	910	0	44	780	88	98
gene_7822	296	160	504	618	563	523	330	608	517
gene_7823	9	12	2	5	7	7	4	3	7
gene_7824	95	64	139	100	100	107	98	95	131
gene_7825	15	8	4	37	17	23	20	11	4
gene_7826	7	20	31	1	43	23	22	11	20
gene_7827	34	25	20	25	42	29	32	21	32
gene_7828	8	7	8	3	27	14	25	1	20
gene_7829	40	11	21	51	66	15	108	66	101
gene_7830	2	2	2	0	0	3	1	3	0
gene_7831	320	304	262	302	371	288	327	267	333
gene_7832	209	218	246	244	230	248	339	293	249
gene_7833	9	1	0	1	1	18	2	5	3
gene_7834	16	16	28	20	26	27	22	21	23
gene_7835	1	2	5	7	5	3	4	6	5
gene_7836	25	24	33	34	27	15	17	21	19
gene_7837	8	8	11	5	10	8	6	11	10
gene_7838	2	0	1	1	0	14	3	6	1
gene_7839	28	24	38	17	37	22	27	25	15
gene_7840	75	9	2	0	4	0	0	0	1
gene_7841	0	9	0	3	1	4	1	1	1
gene_7842	264	102	48	206	117	264	85	145	118
gene_7843	45	25	20	17	20	20	13	31	16
gene_7844	0	1	1	0	1	0	0	0	0
gene_7845	0	0	13	0	0	0	4	0	1
gene_7846	65	41	60	66	54	49	53	45	42
gene_7847	0	0	2	0	1	0	0	0	0
gene_7848	11	13	19	7	9	26	9	32	23
gene_7849	102	108	102	101	87	110	74	77	118
gene_7850	28	5	47	65	41	9	11	37	9
gene_7851	127	123	103	147	99	93	71	132	118
gene_7852	1	3	9	0	21	0	0	0	15
gene_7853	1	1	0	2	0	3	7	0	3
gene_7854	144	154	134	173	160	170	180	170	151
gene_7855	5	16	14	12	14	13	18	8	17
gene_7856	1	4	0	1	6	2	0	0	0
gene_7857	85	68	97	81	76	76	96	84	84
gene_7858	50	236	326	115	162	134	220	76	137
gene_7859	3	15	2	12	3	0	4	4	1
gene_7860	2	3	5	3	2	6	4	5	3
gene_7861	2	12	0	8	1	0	4	2	4
gene_7862	81	113	100	112	107	110	152	132	117
gene_7863	85	161	163	130	158	109	188	224	78
gene_7864	87	97	100	119	105	86	100	89	94
gene_7865	1	1	0	0	0	1	1	5	0
gene_7866	10	41	12	15	5	18	13	4	9
gene_7867	63	44	21	41	49	34	19	79	40
gene_7868	17	10	24	13	13	20	18	34	28
gene_7869	0	1	0	1	13	5	9	2	0
gene_7870	13	24	45	38	33	59	16	5	67
gene_7871	25	37	24	40	38	10	38	21	19
gene_7872	53	43	140	73	25	77	38	35	62
gene_7873	0	0	0	0	0	0	1	0	0
gene_7874	17	31	48	27	15	14	23	46	13
gene_7875	42	73	66	67	72	65	72	61	69
gene_7876	17	38	8	13	33	16	26	16	22
gene_7877	27	26	35	13	25	22	19	28	23
gene_7878	119	112	31	51	54	53	50	63	60
gene_7879	30	42	30	27	36	56	22	35	52
gene_7880	11	4	5	0	2	1	15	4	2
gene_7881	0	1	0	0	0	0	1	0	0
gene_7882	61	54	76	0	0	10	5	2	0
gene_7883	120	118	134	117	121	98	125	97	117
gene_7884	0	20	0	10	0	0	4	7	11
gene_7885	58	73	49	62	29	61	43	33	57
gene_7886	18	21	33	22	26	27	31	38	31
gene_7887	0	1	0	0	0	1	0	0	5
gene_7888	36	45	27	32	26	37	35	25	38
gene_7889	65	66	63	68	71	61	65	66	48
gene_7890	210	232	202	177	233	198	210	211	217
gene_7891	227	176	152	125	201	168	182	229	268
gene_7892	68	95	75	76	60	65	92	52	107
gene_7893	6	1	0	0	0	0	0	11	1
gene_7894	1	2	1	6	4	1	3	6	0
gene_7895	14	13	9	13	18	22	31	27	7
gene_7896	17	23	26	21	18	20	14	18	26
gene_7897	0	0	1	0	0	1	0	0	0
gene_7898	4	1	1	1	0	26	1	0	15
gene_7899	0	1	3	1	0	0	0	0	0
gene_7900	113	13	67	180	208	120	71	246	135
gene_7901	46	61	95	27	56	36	77	55	65
gene_7902	1	0	1	0	0	4	0	3	3
gene_7903	1	0	1	0	1	0	0	2	1
gene_7904	2093	1803	588	1204	2014	968	553	646	1102
gene_7905	287	172	220	201	182	257	176	148	296
gene_7906	6	6	2	12	1	7	1	19	4
gene_7907	40	73	93	73	102	79	100	86	94
gene_7908	0	0	1	0	19	3	0	6	0
gene_7909	16	9	19	2	21	9	3	1	13
gene_7910	539	292	852	340	343	276	417	241	466
gene_7911	1	4	3	15	4	12	0	23	14
gene_7912	130	105	121	103	91	122	115	124	97
gene_7913	10	3	11	7	20	14	6	7	20
gene_7914	4	4	7	6	2	2	7	10	7
gene_7915	25	17	25	30	37	52	31	55	35
gene_7916	22	17	20	30	56	22	7	12	59
gene_7917	174	243	142	208	202	189	213	165	201
gene_7918	43	49	47	60	35	61	52	43	57
gene_7919	51	63	35	80	63	65	31	51	50
gene_7920	4	8	8	7	4	7	9	8	8
gene_7921	14	15	22	33	40	33	36	30	18
gene_7922	50	71	69	73	61	64	60	67	58
gene_7923	2	0	0	4	2	2	0	0	2
gene_7924	50	30	67	41	89	51	54	41	43
gene_7925	27	32	27	17	24	14	43	24	35
gene_7926	24	15	38	41	47	35	30	22	47
gene_7927	43	46	51	42	55	55	42	42	71
gene_7928	11	4	21	6	2	9	5	9	17
gene_7929	0	0	0	0	0	2	0	0	0
gene_7930	2373	2754	1142	1387	1899	1786	1995	1623	2001
gene_7931	82	90	106	135	109	117	102	116	102
gene_7932	10	7	32	15	7	23	26	4	20
gene_7933	0	0	0	1	2	0	1	4	1
gene_7934	5	8	0	3	3	1	14	2	32
gene_7935	477	605	731	512	410	750	473	601	749
gene_7936	54	50	142	77	71	36	121	122	108
gene_7937	40	55	45	54	40	31	41	43	40
gene_7938	15	59	20	30	42	18	35	34	14
gene_7939	29	13	26	12	10	6	11	21	10
gene_7940	89	36	72	97	142	32	49	45	56
gene_7941	477	616	583	588	558	586	534	495	571
gene_7942	46	65	75	60	65	53	79	62	47
gene_7943	2	7	4	23	1	7	2	4	22
gene_7944	66	26	56	39	30	27	57	29	16
gene_7945	11	4	6	9	1	8	5	8	2
gene_7946	136	122	112	151	109	116	123	150	103
gene_7947	33	147	5	5	38	52	129	47	28
gene_7948	58	75	66	44	64	69	111	76	72
gene_7949	0	0	1	0	0	0	0	0	2
gene_7950	2	6	10	12	4	10	1	7	0
gene_7951	8	7	8	0	31	69	39	41	15
gene_7952	24	21	30	59	40	24	19	34	38
gene_7953	24	9	14	0	0	0	0	3	3
gene_7954	121	132	136	148	269	173	127	181	170
gene_7955	25	24	6	7	14	22	26	35	34
gene_7956	226	456	337	381	306	625	412	372	528
gene_7957	54	35	42	73	65	63	75	50	78
gene_7958	258	296	550	274	355	172	192	177	161
gene_7959	1	0	0	3	0	0	1	0	0
gene_7960	5	11	1	4	0	4	0	9	2
gene_7961	79	65	66	57	43	105	34	51	40
gene_7962	22	41	9	17	13	11	11	33	10
gene_7963	6	31	9	68	24	30	22	24	42
gene_7964	64	137	54	92	74	108	113	83	69
gene_7965	0	0	2	0	1	0	1	0	0
gene_7966	0	0	0	2	0	3	0	0	7
gene_7967	1	3	4	3	0	1	1	1	0
gene_7968	100	56	86	58	62	57	63	57	26
gene_7969	16	43	16	13	25	22	10	64	35
gene_7970	12	12	21	6	8	15	12	16	13
gene_7971	54	17	40	44	45	39	20	51	40
gene_7972	6	31	5	19	9	11	11	18	3
gene_7973	25	33	28	33	21	30	15	42	20
gene_7974	0	1	0	0	1	0	1	0	0
gene_7975	222	162	249	173	180	235	188	143	213
gene_7976	8	3	8	2	6	3	4	4	5
gene_7977	2	0	0	2	2	3	3	0	1
gene_7978	0	2	3	0	0	0	0	0	1
gene_7979	2	0	0	0	3	2	0	0	0
gene_7980	155	116	139	142	107	104	153	86	78
gene_7981	85	40	56	49	48	61	56	36	75
gene_7982	4	2	0	0	3	0	0	1	11
gene_7983	3	1	0	3	2	3	1	5	1
gene_7984	0	0	0	0	1	2	0	1	0
gene_7985	370	290	334	326	412	588	479	459	166
gene_7986	4	14	0	14	6	0	126	0	5
gene_7987	261	78	67	51	13	79	73	70	28
gene_7988	38	30	33	31	27	29	36	40	19
gene_7989	114	94	181	150	160	133	135	139	189
gene_7990	25	17	19	13	7	10	4	10	13
gene_7991	75	88	78	89	61	136	68	163	78
gene_7992	0	1	3	0	0	0	0	0	0
gene_7993	0	53	3	1	7	0	0	0	0
gene_7994	57	65	150	79	71	96	66	62	77
gene_7995	0	2	4	7	0	3	3	2	2
gene_7996	64	59	77	126	72	102	78	153	40
gene_7997	10	7	9	5	13	8	11	13	6
gene_7998	162	141	127	93	202	70	154	79	54
gene_7999	1	0	0	0	4	0	0	0	0
gene_8000	439	417	480	434	404	429	385	427	395
gene_8001	15	9	10	5	2	11	1	7	4
gene_8002	0	5	0	0	0	0	7	2	6
gene_8003	2	2	3	2	0	0	4	1	2
gene_8004	2	19	43	14	4	9	45	34	29
gene_8005	7	4	6	15	5	2	10	14	15
gene_8006	24	27	21	22	30	29	18	23	34
gene_8007	21	46	26	28	35	29	29	27	43
gene_8008	133	121	134	132	111	168	140	180	106
gene_8009	17	12	8	23	19	7	14	27	10
gene_8010	40	29	18	21	28	36	57	42	39
gene_8011	0	39	0	11	18	23	3	13	0
gene_8012	3	1	5	4	0	1	3	3	1
gene_8013	15	6	1	3	2	4	18	0	1
gene_8014	11	2	4	2	5	4	3	5	6
gene_8015	104	59	64	158	114	147	117	94	182
gene_8016	6	10	12	7	16	22	10	16	27
gene_8017	31	36	56	63	27	49	41	27	46
gene_8018	62	43	36	51	60	52	21	49	72
gene_8019	20	32	21	22	31	42	33	38	37
gene_8020	108	85	90	18	149	77	36	39	105
gene_8021	1	46	0	17	23	13	15	14	81
gene_8022	5	0	1	0	0	20	6	1	1
gene_8023	24	28	2	46	1	19	0	15	39
gene_8024	34	25	24	28	30	27	27	20	26
gene_8025	1	9	14	2	22	9	57	10	33
gene_8026	1	3	0	3	0	3	1	0	0
gene_8027	2	4	1	6	3	1	3	3	1
gene_8028	327	283	385	544	547	297	397	291	332
gene_8029	87	68	77	63	74	88	75	80	68
gene_8030	9	35	8	10	14	11	11	12	5
gene_8031	0	6	1	0	3	3	2	1	0
gene_8032	15	3	0	13	13	2	2	0	5
gene_8033	4	27	55	2	23	90	25	14	5
gene_8034	37	12	46	48	30	72	34	49	32
gene_8035	3	5	3	2	1	0	1	1	0
gene_8036	11	5	3	4	8	2	10	3	2
gene_8037	9	1	2	6	9	9	3	4	4
gene_8038	0	1	3	0	0	0	0	0	0
gene_8039	194	137	171	216	181	157	265	148	355
gene_8040	0	21	0	11	12	14	8	12	17
gene_8041	50	48	75	45	61	71	57	39	79
gene_8042	218	566	1245	427	310	155	672	690	656
gene_8043	2	1	5	6	5	1	7	7	9
gene_8044	42	42	40	21	16	18	34	15	21
gene_8045	3	0	0	4	1	2	1	0	5
gene_8046	0	6	2	1	8	2	1	0	0
gene_8047	1	0	5	0	0	1	3	1	0
gene_8048	278	225	338	286	283	243	305	396	364
gene_8049	1	0	0	2	6	0	19	7	36
gene_8050	16	15	8	12	9	19	8	7	1
gene_8051	10	0	6	2	2	8	9	3	3
gene_8052	436	425	364	449	306	321	290	366	326
gene_8053	9	8	1	8	0	1	8	0	1
gene_8054	0	0	1	0	2	0	1	2	0
gene_8055	154	93	27	69	108	47	76	70	93
gene_8056	0	0	0	16	0	0	2	36	3
gene_8057	204	200	192	147	140	157	220	198	103
gene_8058	38	24	35	39	30	35	41	27	50
gene_8059	13	19	30	29	13	24	20	25	13
gene_8060	7	11	10	4	8	22	15	7	3
gene_8061	3	1	1	1	1	1	7	0	5
gene_8062	3	0	8	32	1	0	0	0	2
gene_8063	191	163	192	150	152	176	176	156	207
gene_8064	26	38	60	46	37	36	11	32	32
gene_8065	880	170	662	472	476	339	414	151	399
gene_8066	45	21	52	41	45	30	36	42	41
gene_8067	37	18	31	30	18	24	16	23	23
gene_8068	0	0	2	0	1	0	2	0	0
gene_8069	113	69	97	113	125	91	100	101	93
gene_8070	26	1	2	59	49	139	87	71	46
gene_8071	70	45	39	7	156	16	30	69	56
gene_8072	2	0	0	3	24	2	0	14	5
gene_8073	5	47	34	7	30	32	22	11	40
gene_8074	5	10	10	15	2	2	11	10	2
gene_8075	14	0	0	2	0	15	3	14	1
gene_8076	4	0	0	2	4	8	4	2	0
gene_8077	10	28	43	27	24	18	56	34	33
gene_8078	35	41	50	65	70	72	54	36	64
gene_8079	41	48	69	54	76	66	56	70	66
gene_8080	0	4	11	13	4	1	2	0	1
gene_8081	58	42	28	53	60	57	51	87	69
gene_8082	97	105	78	115	89	89	86	114	107
gene_8083	0	0	1	0	0	0	0	1	0
gene_8084	11	12	6	12	16	0	0	15	3
gene_8085	11	7	8	15	1	12	31	10	4
gene_8086	1	0	1	0	1	0	2	0	0
gene_8087	137	211	172	141	248	240	129	175	206
gene_8088	6	35	36	65	31	25	22	40	15
gene_8089	29	22	38	29	54	43	34	15	20
gene_8090	5	0	2	0	0	1	0	0	0
gene_8091	1169	1579	483	700	1588	1321	667	1343	1392
gene_8092	51	52	69	73	69	73	74	71	87
gene_8093	69	93	103	86	70	70	87	88	76
gene_8094	165	159	148	156	245	149	237	135	171
gene_8095	22	15	9	18	16	23	19	9	36
gene_8096	4	35	28	0	3	7	6	67	0
gene_8097	0	0	4	0	0	0	0	2	0
gene_8098	0	1	0	4	3	0	2	8	2
gene_8099	8	6	5	11	6	3	7	6	5
gene_8100	5	1	0	0	3	1	0	0	3
gene_8101	4	6	3	5	7	6	4	4	2
gene_8102	1	0	0	8	4	0	5	0	0
gene_8103	11	4	7	10	1	10	2	9	4
gene_8104	45	60	50	94	45	40	76	101	47
gene_8105	5	3	10	3	0	3	0	12	2
gene_8106	94	163	143	165	108	206	97	93	173
gene_8107	29	19	26	37	22	33	36	38	21
gene_8108	217	215	249	175	257	227	224	251	283
gene_8109	5	12	88	52	9	7	171	12	18
gene_8110	1	2	1	1	5	0	1	1	1
gene_8111	317	327	465	444	344	380	484	381	352
gene_8112	84	64	68	123	95	78	88	58	74
gene_8113	1	8	0	5	1	0	3	0	1
gene_8114	6	8	10	19	22	13	14	21	11
gene_8115	6	0	4	0	0	4	5	0	0
gene_8116	2	0	1	4	0	0	2	0	0
gene_8117	21	24	11	11	37	37	23	19	27
gene_8118	19	42	24	21	44	26	48	36	34
gene_8119	98	83	57	85	83	91	72	83	72
gene_8120	28	26	12	14	28	13	34	19	30
gene_8121	221	199	201	293	173	214	163	173	216
gene_8122	51	25	63	19	25	13	57	36	27
gene_8123	0	3	0	0	5	0	0	0	1
gene_8124	5	6	4	9	9	5	6	8	7
gene_8125	0	0	0	0	1	0	0	2	0
gene_8126	40	34	243	49	18	10	53	64	36
gene_8127	2	0	4	1	13	10	3	6	2
gene_8128	0	0	3	0	3	2	0	0	0
gene_8129	0	2	3	2	3	1	1	1	0
gene_8130	8	7	15	10	8	9	14	7	7
gene_8131	0	1	0	0	0	0	0	1	0
gene_8132	25	17	26	33	21	24	21	26	21
gene_8133	28	22	3	45	48	22	22	12	25
gene_8134	0	3	0	0	1	0	0	6	0
gene_8135	256	137	58	234	72	261	180	165	33
gene_8136	227	263	182	95	18	85	173	141	254
gene_8137	0	0	12	0	5	0	1	1	14
gene_8138	27	26	0	70	33	8	12	27	21
gene_8139	268	170	313	201	254	215	253	215	130
gene_8140	258	267	253	244	284	268	255	250	255
gene_8141	694	357	542	1029	555	450	659	622	527
gene_8142	33	35	11	20	11	42	20	34	27
gene_8143	6	5	80	0	24	6	40	6	5
gene_8144	0	0	1	3	0	0	0	0	0
gene_8145	6	7	24	16	21	27	23	62	40
gene_8146	0	0	1	0	0	0	1	1	0
gene_8147	134	144	103	95	128	138	127	141	120
gene_8148	20	40	50	28	28	79	16	28	31
gene_8149	13	11	0	2	2	5	4	2	0
gene_8150	808	336	456	1041	597	959	872	279	909
gene_8151	363	492	364	353	448	469	482	416	317
gene_8152	46	51	75	85	56	51	61	38	48
gene_8153	145	89	197	85	74	140	85	62	50
gene_8154	56	116	71	58	71	80	67	62	41
gene_8155	0	0	2	2	1	0	23	13	2
gene_8156	77	6	10	6	7	6	5	25	13
gene_8157	14	15	28	28	25	29	18	28	16
gene_8158	1	1	39	0	10	3	49	2	0
gene_8159	15	21	23	27	21	20	10	15	15
gene_8160	0	4	0	2	0	1	0	1	0
gene_8161	2	6	2	3	3	1	0	6	0
gene_8162	0	4	1	0	0	0	3	6	0
gene_8163	0	3	7	0	12	9	0	0	0
gene_8164	449	356	528	443	523	416	512	456	423
gene_8165	0	0	0	0	1	0	1	2	0
gene_8166	5	1	2	3	2	1	2	0	1
gene_8167	170	95	55	79	153	124	18	92	68
gene_8168	84	73	116	107	57	75	90	63	70
gene_8169	0	1	5	0	1	0	0	2	8
gene_8170	45	47	33	51	52	36	43	29	44
gene_8171	67	72	65	61	58	76	46	57	58
gene_8172	30	1	289	1	19	6	26	0	23
gene_8173	83	50	50	78	38	66	49	95	42
gene_8174	103	172	151	88	142	143	88	114	125
gene_8175	4	17	8	5	2	1	3	0	7
gene_8176	43	19	32	22	48	19	40	57	46
gene_8177	17	5	4	17	19	34	12	26	18
gene_8178	4	8	3	6	3	5	4	4	3
gene_8179	19	13	29	10	42	46	41	21	13
gene_8180	19	21	35	25	25	22	15	14	13
gene_8181	0	14	7	4	2	8	2	6	7
gene_8182	279	195	386	138	215	229	292	198	214
gene_8183	2534	1747	3040	1361	2506	2413	3676	2036	1165
gene_8184	28	20	24	28	29	16	17	17	21
gene_8185	7	0	12	6	18	76	9	16	38
gene_8186	27	12	21	42	10	42	8	27	29
gene_8187	0	0	15	10	0	1	2	3	1
gene_8188	6	8	2	11	29	18	5	3	0
gene_8189	9	8	15	6	3	4	10	6	16
gene_8190	0	0	0	0	1	0	0	1	0
gene_8191	2	6	11	4	0	1	3	10	5
gene_8192	90	139	141	69	142	113	110	94	71
gene_8193	14	48	21	43	19	26	24	22	23
gene_8194	10	4	4	10	4	1	23	16	4
gene_8195	76	76	89	68	58	60	72	72	82
gene_8196	30	25	26	25	22	28	29	34	22
gene_8197	103	153	260	119	45	17	61	116	77
gene_8198	406	355	480	296	428	434	408	460	492
gene_8199	36	53	114	68	56	67	33	145	86
gene_8200	1	14	4	4	12	3	14	7	19
gene_8201	63	33	35	53	48	38	63	39	54
gene_8202	8	2	4	4	0	2	16	2	0
gene_8203	24	61	88	23	36	49	22	60	14
gene_8204	18	12	16	12	22	31	24	11	31
gene_8205	8	4	3	4	6	3	3	4	7
gene_8206	40	31	34	37	60	64	41	39	50
gene_8207	6	5	13	9	10	7	5	11	12
gene_8208	0	7	1	3	3	2	6	1	1
gene_8209	20	14	18	10	18	20	26	27	24
gene_8210	0	1	2	0	1	1	0	0	0
gene_8211	0	0	1	1	0	1	0	0	0
gene_8212	8	15	24	26	11	30	30	50	43
gene_8213	16	11	4	6	10	11	7	19	3
gene_8214	45	53	61	28	37	37	35	46	33
gene_8215	0	0	0	0	3	17	0	3	0
gene_8216	7	1	0	73	30	13	34	17	2
gene_8217	13	16	9	1	6	16	18	7	5
gene_8218	2	0	19	12	0	3	23	2	14
gene_8219	3	0	6	6	1	2	4	0	5
gene_8220	19	5	74	41	74	122	75	72	16
gene_8221	182	144	145	88	186	68	86	228	102
gene_8222	3	1	2	15	1	1	0	0	0
gene_8223	57	27	36	18	29	34	38	4	28
gene_8224	79	86	45	85	111	56	52	78	79
gene_8225	0	0	3	2	1	3	1	9	0
gene_8226	0	1	0	1	0	0	1	1	0
gene_8227	75	145	4	84	148	80	0	1	73
gene_8228	95	81	97	82	71	88	74	51	66
gene_8229	41	60	52	68	66	40	45	54	51
gene_8230	4	5	0	0	1	1	0	0	0
gene_8231	0	4	13	0	0	19	0	0	1
gene_8232	0	0	0	1	0	1	0	0	2
gene_8233	8	0	0	10	0	0	9	0	16
gene_8234	251	330	332	372	267	215	229	283	192
gene_8235	44	1	116	1	92	61	2	98	26
gene_8236	0	0	0	0	4	0	0	2	0
gene_8237	96	40	76	95	73	92	117	50	74
gene_8238	3	2	2	12	14	6	15	3	1
gene_8239	3	0	3	1	2	6	11	0	4
gene_8240	0	0	4	1	9	1	3	0	0
gene_8241	88	63	94	61	93	164	123	47	119
gene_8242	0	2	0	0	2	0	6	1	0
gene_8243	1	1	1	0	0	1	0	0	2
gene_8244	0	0	0	0	1	2	0	20	0
gene_8245	49	53	90	51	79	70	81	49	89
gene_8246	0	0	3	0	0	1	0	0	0
gene_8247	21	7	0	1	0	12	0	0	9
gene_8248	12	4	3	28	13	13	13	13	12
gene_8249	5	11	11	15	10	10	8	19	14
gene_8250	3	40	25	17	20	35	8	10	12
gene_8251	0	0	2	0	1	0	0	0	0
gene_8252	2	2	5	1	3	5	4	0	1
gene_8253	0	0	5	31	0	2	0	10	8
gene_8254	52	53	33	90	70	35	159	80	68
gene_8255	23	60	84	98	44	26	97	19	84
gene_8256	38	48	42	40	63	46	52	56	64
gene_8257	2	2	11	0	0	6	0	0	0
gene_8258	4	21	7	0	0	0	3	49	4
gene_8259	1	2	1	1	0	0	1	0	12
gene_8260	6	0	2	1	1	0	1	1	0
gene_8261	0	0	1	1	12	86	0	1	0
gene_8262	1293	614	636	1296	1394	944	518	719	1014
gene_8263	39	10	28	22	19	82	51	52	38
gene_8264	0	1	0	0	7	1	0	0	3
gene_8265	0	3	1	0	0	0	0	1	1
gene_8266	1	1	0	7	0	1	0	1	1
gene_8267	27	10	12	15	13	12	13	22	20
gene_8268	3	2	1	4	3	9	13	6	7
gene_8269	39	37	34	34	8	49	21	56	28
gene_8270	3	2	2	4	3	10	2	4	5
gene_8271	22	12	16	24	21	30	16	17	28
gene_8272	0	12	2	4	0	9	2	24	0
gene_8273	9	6	0	16	2	16	6	6	1
gene_8274	86	94	102	79	68	75	109	91	250
gene_8275	0	13	1	1	0	11	25	0	10
gene_8276	11	42	5	38	67	38	14	1	12
gene_8277	11	7	2	9	1	11	11	3	11
gene_8278	60	19	29	6	15	13	48	19	42
gene_8279	152	188	149	118	103	164	196	105	161
gene_8280	1	0	0	0	1	0	1	6	8
gene_8281	41	45	72	36	34	45	62	33	46
gene_8282	9	8	8	1	28	20	1	18	8
gene_8283	92	64	86	55	82	80	133	99	51
gene_8284	5	5	2	2	5	0	3	0	5
gene_8285	1	8	1	1	3	3	0	3	1
gene_8286	7	0	2	23	9	0	3	1	1
gene_8287	9	5	2	3	12	2	5	4	10
gene_8288	0	1	2	3	62	12	0	0	2
gene_8289	8	4	1	6	10	11	6	2	9
gene_8290	18	14	16	9	18	15	18	8	15
gene_8291	7	1	4	5	3	7	12	9	19
gene_8292	74	79	64	63	61	28	64	43	58
gene_8293	154	169	155	172	163	162	183	164	176
gene_8294	21	8	22	24	15	25	16	28	32
gene_8295	25	47	40	48	19	37	46	50	31
gene_8296	67	81	55	77	80	79	74	72	67
gene_8297	66	61	42	47	48	61	52	86	64
gene_8298	32	26	50	25	40	29	42	51	23
gene_8299	1	16	0	1	1	0	5	0	0
gene_8300	29	40	43	41	51	53	36	33	46
gene_8301	39	22	46	33	27	22	23	26	30
gene_8302	5	36	18	0	1	0	0	4	2
gene_8303	2	5	3	4	7	1	5	1	8
gene_8304	10	24	26	4	7	0	20	9	1
gene_8305	122	104	152	132	173	152	108	112	117
gene_8306	28	24	43	37	26	33	35	20	41
gene_8307	83	41	53	66	97	39	72	37	40
gene_8308	4758	4779	4808	5487	4345	4315	4444	5976	4795
gene_8309	5	2	0	14	0	0	3	9	3
gene_8310	38	56	84	18	97	18	59	35	98
gene_8311	8	6	14	9	7	8	11	4	10
gene_8312	1	2	0	0	4	0	3	2	1
gene_8313	25	53	103	93	152	70	48	52	133
gene_8314	1893	1650	518	845	1457	1567	826	1492	959
gene_8315	11	5	12	13	2	8	19	20	40
gene_8316	878	722	686	880	755	586	821	707	768
gene_8317	136	111	43	113	95	101	129	101	52
gene_8318	33	33	26	12	29	33	19	43	23
gene_8319	147	22	189	133	225	139	94	55	286
gene_8320	39	45	66	62	93	68	72	80	40
gene_8321	44	10	15	10	29	14	28	13	23
gene_8322	13	9	7	5	9	8	6	9	32
gene_8323	82	98	30	85	49	91	92	78	72
gene_8324	13	8	8	12	14	19	6	16	10
gene_8325	106	13	55	338	36	113	22	20	39
gene_8326	49	57	65	46	44	40	52	78	45
gene_8327	0	0	0	2	5	1	0	0	0
gene_8328	33	35	41	36	8	45	55	42	12
gene_8329	0	0	0	1	0	0	0	0	0
gene_8330	10	5	8	18	24	16	8	3	19
gene_8331	207	263	237	192	251	241	220	238	192
gene_8332	2	1	1	1	10	13	2	2	8
gene_8333	27	16	41	24	28	16	26	8	11
gene_8334	25	5	20	10	10	27	21	9	9
gene_8335	2362	2547	1206	3011	2349	3110	2244	1857	1948
gene_8336	1	48	1	0	173	6	23	10	60
gene_8337	41	56	14	18	20	22	17	20	22
gene_8338	6	5	13	12	11	8	12	3	10
gene_8339	19	10	25	5	22	23	9	15	29
gene_8340	0	0	1	0	0	0	1	0	0
gene_8341	67	63	83	35	48	88	59	58	66
gene_8342	1	0	0	2	16	5	0	0	1
gene_8343	2	17	19	16	32	20	1	0	14
gene_8344	46	42	51	27	69	32	34	62	33
gene_8345	9	9	7	20	24	14	3	4	7
gene_8346	199	205	184	135	254	260	227	213	278
gene_8347	20	5	17	29	24	19	25	27	24
gene_8348	0	12	0	2	2	0	4	3	0
gene_8349	46	39	54	46	52	44	50	52	45
gene_8350	4	6	5	10	8	9	1	11	4
gene_8351	0	1	3	0	1	0	5	0	11
gene_8352	0	0	3	0	0	0	1	0	2
gene_8353	24	20	26	30	12	25	43	27	15
gene_8354	31	34	35	37	27	31	49	13	29
gene_8355	33	110	53	3	19	22	36	48	44
gene_8356	138	124	89	86	128	60	158	113	144
gene_8357	1	0	1	0	2	4	0	1	1
gene_8358	132	170	211	133	133	90	141	139	168
gene_8359	7	0	5	5	17	10	10	0	0
gene_8360	6	6	2	1	3	7	3	2	7
gene_8361	1	1	1	0	2	2	3	1	3
gene_8362	1	1	0	2	2	1	0	0	1
gene_8363	4	2	6	2	0	0	0	9	3
gene_8364	29	29	11	21	30	15	40	49	22
gene_8365	14	5	43	12	32	19	7	40	10
gene_8366	12	28	10	13	2	5	12	12	10
gene_8367	13	15	16	10	8	11	14	14	9
gene_8368	1	1	1	18	0	0	0	0	3
gene_8369	11	17	14	8	7	5	12	5	2
gene_8370	16	20	9	33	20	19	28	15	25
gene_8371	1	0	1	1	1	0	5	1	0
gene_8372	99	34	137	73	78	117	92	101	77
gene_8373	28	58	72	69	51	42	27	32	26
gene_8374	23	3	14	28	3	61	8	35	21
gene_8375	101	93	127	66	69	102	69	68	81
gene_8376	1	0	0	4	0	2	0	4	0
gene_8377	1	2	1	2	0	3	2	7	0
gene_8378	0	1	0	0	0	0	1	0	0
gene_8379	76	71	91	54	72	70	42	54	55
gene_8380	50	42	70	45	27	57	83	60	36
gene_8381	3	3	9	4	2	3	5	5	4
gene_8382	51	41	36	50	36	41	49	29	37
gene_8383	0	12	4	2	2	2	6	2	4
gene_8384	9	0	1	0	2	80	0	1	3
gene_8385	82	74	77	115	110	24	52	115	18
